% Model:              20230907_silksimulation_70kPa1.mph
% Version:            COMSOL 6.1.0.357
% Date:               Oct 6 2023, 19:56
% Dimension:          3
% Nodes:              117
% Expressions:        2
% Description:        せん断速度, 
% Length unit:        µm
% x                       y                        z                        spf.sr (1/s)             spf.sr*spf.mu (Pa)
0.23599010651821617       -5000                    0                        60601.4194377571         73.07017559352542
3.595719656432137         -5000                    0                        60076.940255471          72.36781514256371
3.595719656432137         -5000                    3.4636145305514874       52802.241388989634       63.635910746042256
0.23599010651821617       -5000                    3.462995471541119        52954.44965531451        63.873791532570024
3.595719656432875         -5000                    15.499999999999998       26188.41545783964        31.630680515695495
0.23599010651839283       -5000                    15.5                     26281.072014830555       31.79698609837667
15.273641766278065        -5000                    12.034888500698436       32956.8371961793         39.56304983418723
15.27364176627798         -5000                    0                        58257.0207244105         69.93124969973016
15.273641766278065        -5000                    15.5                     25857.47559711578        31.04162575180305
41.98565622365982         -5000                    12.044864964914233       43827.07802774724        52.59383094245396
45.335315142257286        -5000                    15.499999999999996       43836.2432556789         52.604823261804114
45.33531514225728         -5000                    12.046065583652451       34065.86401276795        40.88006994886008
41.98565622366038         -5000                    0                        9764.609323974004        11.71783546735887
45.335315142257286        -5000                    0                        1.4901161193847656E-8    1.7881550508211313E-11
30.30534729212457         -5000                    0                        43800.74432751998        52.562250823852594
30.305347292124125        -5000                    12.039602786363108       28604.102390272594       34.3258272892588
30.305347292123997        -5000                    15.499999999999993       24492.294169718818       29.391533576156448
41.98565622365985         -5000                    15.499999999999996       39470.25056921222        47.365505937943404
26.94936277774731         -5000                    12.038777332889127       32021.136041495767       38.43105097512652
26.949362777747197        -5000                    0                        47029.77565981584        56.44186545018832
26.94936277774731         -5000                    15.499999999999995       24973.605080846726       29.971767200057418
41.98565622365929         -5000                    27.54486496491382        47456.92559980412        56.949779412691484
45.335315142257286        -5000                    31                       54040.43926184959        64.85019537692706
45.335315142257286        -5000                    27.546065583652208       51766.16483341684        62.12099069739499
30.305347292123557        -5000                    27.53960278636385        24869.315851283875       29.84401858705974
30.305347292123432        -5000                    30.999999999999993       24905.290608829964       29.887202801533608
41.98565622365916         -5000                    30.999999999999996       47494.29340767284        56.99463519586142
-11.466179482071107       -5000                    3.4487535908342877       49190.47863272679        72.6939160540186
-11.466179482071107       -5000                    15.499999999999996       24805.459689407904       40.05910538580148
-14.814550134722243       -5000                    3.4448841259100242       48763.5533760275         75.05590266540186
-14.814550134722243       -5000                    15.499999999999995       24299.619057145028       42.30998999149301
-14.814550134722243       -5000                    0                        55717.83247826946        84.36272636107049
-11.466179482071107       -5000                    0                        56804.338248349355       81.85047635569023
41.985656223659724        -5000                    43.044864964914396       39565.14885322106        47.47940047153576
45.335315142257286        -5000                    46.49999999999999        43836.22638293667        52.60480334253421
45.335315142257286        -5000                    43.04606558365195        46110.504353562705       55.33401220195779
30.305347292122992        -5000                    43.039602786364426       24783.838007276445       29.74140941969735
30.305347292122864        -5000                    46.49999999999999        24492.29539791743        29.391535302386707
41.985656223659596        -5000                    46.49999999999999        39470.23736585022        47.36549040945948
-29.869769812469787       -5000                    3.4201898926737777       38643.325875039394       46.381069711582185
-29.869769812469684       -5000                    0                        42957.91716363742        51.558449769322294
-26.542919586593193       -5000                    3.4254175585395576       38845.72290841784        49.530087255012404
-26.542919586593353       -5000                    0                        45778.54330414337        58.80867056315087
-26.542919586592923       -5000                    15.499999999999995       23946.041195982652       31.64593113350029
-29.869769812469517       -5000                    15.499999999999995       23678.63196833941        28.423844890037515
0.235990106518746         -5000                    46.50000000000001        26281.065600042333       31.796970825771396
3.595719656433228         -5000                    46.5                     26188.407628171724       31.63066807584773
3.595719656433228         -5000                    49.963614530552064       33499.29478115719        40.40641240519568
0.23599010651874602       -5000                    49.9629954715417         34028.16842630207        41.114042809859896
3.5957196564328435        -5000                    62.00000000000001        60076.78555955499        72.36751795802215
0.23599010651892247       -5000                    62                       60601.235571022          73.06981129017365
15.273641766278331        -5000                    58.534888500699594       50971.05162291968        61.18581721748534
15.273641766278242        -5000                    46.50000000000001        25857.481882819488       31.0416395173783
15.273641766278331        -5000                    62                       58256.966560658046       69.9311838709542
41.98565622366073         -5000                    58.54486496491556        5350.238040668024        6.420456009015451
45.335315142257286        -5000                    62                       1.4901161193847656E-8    1.7881550517839165E-11
45.335315142257286        -5000                    58.54606558365394        9770.375700728526        11.724749133065544
30.305347292122423        -5000                    58.53960278636501        39433.34939113738        47.321244570421996
30.305347292122295        -5000                    61.999999999999986       43800.72045843331        52.56222219493539
41.98565622366076         -5000                    62                       9764.604434493518        11.717829615976251
26.949362777747673        -5000                    58.53877733289086        39743.931652391075       47.69658288285932
26.949362777747556        -5000                    46.5                     24973.606628627072       29.971770639529083
26.949362777747673        -5000                    61.99999999999999        47029.74442566355        56.4418278659509
-44.926307076649294       -5000                    3.393839363414987        9483.921215345927        11.383922267269195
-44.9263070766493         -5000                    0                        1.4901161193847656E-8    1.7913020908843034E-11
-41.62441926269192        -5000                    3.3993799686522146       5092.439943757675        6.113002048544918
-41.62441926269199        -5000                    0                        9422.999181423877        11.309559599613651
-41.62441926269532        -5000                    15.499999999999998       38957.523351709555       46.7624897035908
-44.9263070766493         -5000                    15.5                     43304.48459128702        51.97996953621049
-11.466179482071107       -5000                    49.948753590834286       32545.68659936599        49.38473843110796
-11.466179482071107       -5000                    62                       56804.45358638604        81.8508382315658
-14.814550134722243       -5000                    49.94488412591019        31388.5910085917         51.80093341542238
-14.814550134722243       -5000                    62                       55718.03471021406        84.36330421762983
-14.814550134722243       -5000                    46.49999999999999        24299.382679053197       42.309835537738955
-11.466179482071107       -5000                    46.5                     24805.285647026783       40.05899110805075
-44.9263070766493         -5000                    18.893839363411495       45498.537944467666       54.61393433638411
-41.62441926269558        -5000                    18.899379968648557       39014.30100610736        46.83063148750387
-29.869769812469617       -5000                    18.92018989267361        24040.22572285926        28.857873871677242
-29.86976981246935        -5000                    30.999999999999993       24357.779646608746       29.23911523080675
-41.62441926268878        -5000                    31                       46835.068932911905       56.21948416159858
-44.9263070766493         -5000                    31                       53322.88669424957        64.00708579799587
