% Model:              20230907_silksimulation_60kPa.mph
% Version:            COMSOL 6.1.0.357
% Date:               Oct 7 2023, 16:21
% Dimension:          3
% Nodes:              8620
% Expressions:        1
% Description:        サーフェス
% x                       y                        z                        sqrt((ux^2+vy^2+wz^2))
-75.219295476671          1960                     1.6369200948116673       242.39018729066052
-75.21929547667065        1960                     2.583333333333333        363.0766917541103
-74.31307241607497        1960                     2.583333333333333        312.64170667103326
-74.31307241607459        1960                     1.1071501381094206       126.9055618869577
-75.21929547667156        1960                     0                        31.200029741132607
-74.3130724160743         1960                     0                        35.154252333477075
-75.21929547667006        1959.9999999999998       4.22025342814664         586.1035781763474
-75.2192954766696         1959.9999999999998       5.166666666666666        709.586701092107
-74.31307241607571        1960                     5.166666666666666        613.7930368160839
-74.31307241607536        1960                     3.6904834714405617       416.17697369677956
-75.21929547666902        1960                     6.803586761481814        923.3790616768376
-75.21929547666868        1960                     7.749999999999998        1042.123861269232
-74.31307241607624        1960                     7.749999999999998        907.1530047338815
-74.31307241607588        1960                     6.27381680477225         716.6285390801823
-75.2192954766681         1960                     9.386920094816787        1246.4693254077029
-75.21929547666777        1960                     10.333333333333332       1360.443612636276
-74.313072416077          1960                     10.333333333333332       1192.3187107182885
-74.31307241607662        1960                     8.857150138103389        1009.099517899015
-75.21929547666699        1960                     11.970253428152109       1555.359089192932
-75.21929547666664        1960                     12.916666666666668       1664.5824437234132
-74.31307241607777        1960                     12.916666666666668       1469.2889500167157
-74.31307241607728        1960                     11.440483471434806       1293.378465515414
-75.21929547666626        1960                     14.553586761486732       1850.1288706752389
-75.21929547666592        1960                     15.499999999999996       1954.5216158408443
-74.3130724160783         1960                     15.499999999999996       1738.0023037627998
-74.31307241607804        1960                     14.023816804765854       1569.497287139313
-76.90119385073433        1960                     0.6259116442244723       103.438863270941
-76.9011938507353         1960                     2.5833333333333335       442.49008982751747
-76.90119385073415        1960                     0                        23.622684280868278
-76.90119385073554        1960                     3.209244977554696        524.1558161213259
-76.90119385073614        1960                     5.166666666666667        861.7914316318186
-76.90119385073632        1960                     5.792578310886068        940.3234615427502
-76.90119385073669        1960                     7.749999999999998        1259.185020931195
-76.90119385073689        1960                     8.375911644217934        1334.5620661949215
-76.90119385073766        1960                     10.333333333333334       1634.5877355441403
-76.90119385073783        1960                     10.959244977548813       1706.822745198344
-76.90119385073841        1960                     12.916666666666666       1988.0480150337362
-76.9011938507386         1959.9999999999998       13.542578310880184       2057.161128034672
-76.90119385073916        1960                     15.499999999999996       2319.547702375242
-77.45993046590964        1960                     2.0694420308137915       380.0510428284496
-77.45993046590945        1959.9999999999998       2.5833333333333335       468.73660519322857
-77.45993046591096        1960                     0                        21.59641716505267
-77.45993046590868        1960                     4.652775364148734        825.6946064884798
-77.45993046590849        1960                     5.166666666666667        911.901834304412
-77.45993046590795        1960                     7.236108697483247        1249.0113680751479
-77.45993046590775        1960                     7.749999999999998        1330.5613589758043
-77.4599304659067         1959.9999999999998       9.819442030818621        1647.7570526414615
-77.4599304659065         1960                     10.333333333333334       1724.6531587293775
-77.4599304659057         1960                     12.402775364153564       2021.9725338855155
-77.4599304659055         1960                     12.916666666666666       2094.2247112176774
-77.4599304659047         1960                     14.986108697488506       2371.7288820292742
-77.4599304659045         1960                     15.499999999999996       2439.260500392088
-79.86408496296508        1959.9999999999998       0.005587392986220694     18.018395122591283
-79.86408496296626        1960                     2.5833333333333326       579.4131337386968
-79.86408496296507        1959.9999999999998       0                        17.054142396953537
-79.86408496296625        1960                     2.5889207263168807       580.3504402419785
-79.86408496296684        1960                     5.166666666666665        1122.6990305496777
-79.86408496296683        1960                     5.172254059648875        1123.5857002493326
-79.864084962968          1960                     7.749999999999998        1630.4028489169805
-79.864084962968          1959.9999999999998       7.755587392979536        1631.2389182592854
-79.8640849629686         1959.9999999999998       10.33333333333333        2102.509047752695
-79.8640849629686         1959.9999999999998       10.338920726311528       2103.2946249872416
-79.86408496296978        1960                     12.916666666666668       2539.0571217275065
-79.86408496296977        1960                     12.922254059642194       2539.792339420547
-79.86408496297067        1960                     15.499999999999996       2940.043094389922
-79.86947221935486        1960                     2.578927970478433        578.7035136246867
-79.86947221935486        1960                     2.5833333333333326       579.6569118365744
-79.86947221935627        1960                     0                        17.051346421102718
-79.86947221935417        1960                     5.162261303812821        1122.2541970851578
-79.86947221935415        1960                     5.166666666666665        1123.162587465642
-79.86947221935274        1959.9999999999998       7.745594637148263        1630.212138066373
-79.86947221935274        1959.9999999999998       7.749999999999998        1631.0619135471984
-79.86947221935205        1959.9999999999998       10.328927970482649       2102.5481448226537
-79.86947221935206        1960                     10.33333333333333        2103.3393344809897
-79.86947221935065        1960                     12.912261303818095       2539.301650913035
-79.86947221935065        1960                     12.916666666666668       2540.0343105625584
-79.8694722193496         1960.0000000000002       15.495594637153005       2940.527723477768
-79.8694722193496         1960                     15.499999999999996       2941.1429123598127
-79.88873848137237        1959.9999999999998       2.5641332445780134       575.5206217023831
-79.8887384813723         1960                     2.5833333333333326       580.5063608089292
-82.43901393116987        1960                     0.5779861080917688       172.84643627027395
-82.439013931169          1960                     2.583333333333333        693.5803875821044
-82.43901393117012        1960                     0                        22.12258215345306
-79.88873848138292        1960                     0                        17.090525824684267
-79.88873848136703        1960                     5.1474665779159565       1119.9908882759669
-79.88873848136696        1960                     5.166666666666665        1124.7756039020892
-82.43901393116877        1960                     3.161319441426655        839.7695334688175
-82.43901393116761        1960                     5.166666666666666        1339.5076507764365
-79.8887384813564         1960                     7.730799911258479        1628.9163260277653
