% Model:              20230907_silksimulation_60kPa.mph
% Version:            COMSOL 6.1.0.357
% Date:               Oct 7 2023, 16:20
% Dimension:          3
% Nodes:              284
% Expressions:        2
% Description:        せん断速度, 
% Length unit:        µm
% x                       y                        z                        spf.sr (1/s)             spf.sr*spf.mu (Pa)
-85.1602642107254         1959.9999999999995       6.396171724520061        10673.418478029134       12.808210396555982
-74.31307241607828        1960                     15.499999999999996       7040.349413364607        8.448691063164887
-85.16026421072104        1960                     15.499999999999996       7249.035249912622        8.698929312413169
-85.1602642107283         1959.9999999999998       0                        13505.057979808189       16.206255220303614
-74.31307241607726        1960.0000000000002       11.440483471434858       8690.363536613853        10.428750821874011
-74.31307241607422        1959.9999999999998       0                        16781.059868466404       20.137982983805927
-103.99477518220279       1960                     9.449640229469376        8461.670319937497        10.15401877451989
-94.75747336775143        1960                     15.499999999999998       10559.347996571963       12.671239777996101
-103.99477518220289       1960                     15.499999999999998       13482.29559534182        16.178769444864553
-103.99477518220303       1960                     0                        1.4901161193847656E-8    1.788139411053304E-11
-94.7574733677512         1960                     7.386988199799838        3245.482596622879        3.8945886567739056
-94.75747336774785        1960                     0                        6153.813312134651        7.384604525795572
-103.99477518220289       1960                     24.949640229469168       15317.326193082594       18.380812322157375
-94.75747336775466        1960                     31                       12333.566177134839       14.800307873761673
-103.99477518220274       1960                     30.999999999999996       16449.46955054228        19.739384631704585
-94.75747336775464        1960                     22.886988199793965       10759.016291489417       12.910842727788156
-47.49019002180617        1960                     0                        22146.679484233344       26.631605717634564
-47.49019002180587        1960                     12.7933344516584         10335.180930999022       12.424970411183674
-55.634544183272936       1960                     4.683702030215143        16456.709368912594       19.75964933052656
-55.63454418327328        1960                     0                        20766.994516510196       24.94399063267988
-55.63454418325858        1960                     15.499999999999996       8138.259404853783        9.775373690545342
-47.49019002180477        1960                     15.5                     8954.828958157683        10.768282598764362
-43.49861006506017        1960                     4.282348727027639        19409.20777379041        23.36003744749742
-43.498610065060156       1960                     0                        21740.813834041284       26.161831811945394
-43.49861006506018        1960                     15.499999999999998       9224.028754019           11.109369024655393
-64.35231054614368        1960                     15.499999999999996       7668.200146884918        9.20351980179879
-64.35231054614079        1960                     12.27503541067698        8935.721352217968        10.724554471495575
-60.80166556389531        1960.0000000000002       15.499999999999996       7762.136011985864        9.316624214769732
-60.80166556389528        1960.0000000000002       13.962789040082948       8812.500672003716        10.577254698797113
-64.35231054612916        1959.9999999999998       0                        18541.918108842852       22.254545633350478
-60.80166556389499        1960                     0                        19749.49438619013        23.70455572952894
-103.99477518220277       1960                     40.449640229469374       14614.440273360107       17.537343338608473
-94.75747336775805        1960                     46.5                     10559.346818063364       12.671238362971287
-103.9947751822028        1960                     46.49999999999999        13482.295746938064       16.178769626292862
-94.75747336775802        1960                     38.38698819978812        12183.89418936267        14.620700783822148
-47.490190021805056       1960                     28.29333445165902        7862.91935382701         9.45368679016962
-55.63454418325892        1960                     20.18370203022805        7871.188225957505        9.45336613931678
-55.634544183244586       1960                     31                       4981.928221861546        5.985589955435257
-47.49019002180401        1960                     31                       7305.455899103043        8.784509321854056
-43.498610065060184       1960                     19.78234872702735        9460.542761942823        11.395021561972106
-43.49861006506017        1960                     31                       8346.547854481534        10.054215694455127
-85.16026421071402        1960                     31                       7775.7752105443105       9.3310283233877
-85.16026421071814        1960                     21.896171724529516       7596.150798497215        9.115478187030696
-85.16026421070393        1959.9999999999998       52.89617172454803        9963.238342364471        11.956048466651007
-74.31307241609022        1960.0000000000002       62                       16781.07093732169        20.137996222281686
-85.1602642106996         1960                     62                       13505.064893692506       16.206263510114784
-85.16026421070677        1960                     46.5                     7249.032913444564        8.698926507142321
-74.31307241608923        1960                     57.94048347139939        14980.333788335196       17.97706240896035
-74.31307241608621        1960                     46.5                     7040.348642602766        8.448690127834597
-103.99477518220299       1960                     55.94964022946905        5020.624106457097        6.024749267594415
-94.75747336776118        1960                     62                       6153.814814056844        7.384606327662723
-103.99477518220303       1960                     61.99999999999999        1.4901161193847656E-8    1.7881394110515072E-11
-94.75747336776143        1960                     53.88698819978228        13418.603758581998       16.10236541576684
-47.490190021804025       1960                     43.7933344516598         8575.91198028337         10.313627239110188
-55.634544183244586       1960                     35.683702030241264       5425.251306719123        6.51922039173151
-55.63454418323023        1960                     46.5                     8138.246486539654        9.775356260734101
-47.49019002180286        1960                     46.5                     8954.818243347401        10.768264891063268
-43.49861006506017        1960                     35.28234872702764        8281.598989059185        9.97478181139859
-43.49861006506018        1960                     46.5                     9224.023430320593        11.109359785509746
-85.16026421071113        1960                     37.39617172453868        7546.09835198998         9.055407847310754
-60.801665563895625       1960                     29.462789040076704       4324.790520019548        5.1910168207811624
-60.801665563895654       1960                     31                       4218.526633282951        5.063481003458881
-47.490190021802874       1960                     59.29333445166068        20587.84070860621        24.760450851143393
-55.63454418323023        1960                     51.18370203025448        12272.302902871903       14.748098204200254
-55.634544183215894       1959.9999999999998       62                       20767.042355959304       24.944043222121167
-47.49019002180177        1960                     62                       22146.758479321605       26.63168890503117
-43.49861006506015        1960                     50.782348727027745       11384.099877557674       13.704981518146074
-43.498610065060156       1960                     62                       21740.9133450019         26.161944352871416
-64.35231054618717        1959.9999999999998       62                       18541.942611641924       22.254574404266332
-64.35231054618436        1960                     58.77503541063831        17114.472132317595       20.541570802672748
-60.80166556389631        1960                     62                       19749.52276693322        23.70458904348268
-60.80166556389628        1960                     60.46278904006421        18529.859187293485       22.240762956316296
-64.35231054617273        1960                     46.5                     7668.191761686269        9.203509568970114
