% Model:              20230907_silksimulation_80kPa.mph
% Version:            COMSOL 6.1.0.357
% Date:               Oct 2 2023, 21:12
% Dimension:          3
% Nodes:              117
% Expressions:        2
% Description:        せん断速度, 
% Length unit:        µm
% x                       y                        z                        spf.sr (1/s)             spf.sr*spf.mu (Pa)
0.23599010651821617       -5000                    0                        69168.4721972095         83.5322485545055
3.595719656432137         -5000                    0                        68599.56718717623        82.7377500183762
3.595719656432137         -5000                    3.4636145305514874       60269.02553071644        72.73864221419106
0.23599010651821617       -5000                    3.462995471541119        60437.69238469073        73.03368402394423
3.595719656432875         -5000                    15.499999999999998       29870.832199867233       36.184764528533826
0.23599010651839283       -5000                    15.5                     29967.491087136586       36.39318959045167
15.273641766278065        -5000                    12.034888500698436       37654.050348524135       45.20636149823561
15.27364176627798         -5000                    0                        66625.47467085073        79.9805805261461
15.273641766278065        -5000                    15.5                     29524.73790135904        35.4488427482089
41.98565622365982         -5000                    12.044864964914233       50174.4680887018         60.211125757115646
45.335315142257286        -5000                    15.499999999999996       50187.33039678357        60.226556621901764
45.33531514225728         -5000                    12.046065583652451       39001.39420976794        46.803039842323976
41.98565622366038         -5000                    0                        11176.961107052994       13.41275072476123
45.335315142257286        -5000                    0                        1.4901161193847656E-8    1.788160882732154E-11
30.30534729212457         -5000                    0                        50136.06101254956        60.16504045671559
30.305347292124125        -5000                    12.039602786363108       32716.75461014948        39.26132678589217
30.305347292123997        -5000                    15.499999999999993       28003.81122703829        33.60564735150078
41.98565622365985         -5000                    15.499999999999996       45180.44897613382        54.218144285901275
26.94936277774731         -5000                    12.038777332889127       36615.46001446885        43.94610290845718
26.949362777747197        -5000                    0                        53819.22237984631        64.59115524751442
26.94936277774731         -5000                    15.499999999999995       28545.984511601077       34.26030184958964
41.98565622365929         -5000                    27.54486496491382        54319.10020180349        65.1848747068526
45.335315142257286        -5000                    31                       61863.120903494804       74.2379492973153
45.335315142257286        -5000                    27.546065583652208       59260.86286134132        71.11514193710975
30.305347292123557        -5000                    27.53960278636385        28428.93475087922        34.11582701316794
30.305347292123432        -5000                    30.999999999999993       28468.071038264818       34.16279450768822
41.98565622365916         -5000                    30.999999999999996       54359.70973516801        65.23361013019223
-11.466179482071107       -5000                    3.4487535908342877       56035.52238731373        83.58867880028879
-11.466179482071107       -5000                    15.499999999999996       28361.96847866969        46.03166836719866
-14.814550134722243       -5000                    3.4448841259100242       55548.473404385455       86.31473108567155
-14.814550134722243       -5000                    15.499999999999995       27795.829313985876       48.644394003403036
-14.814550134722243       -5000                    0                        63458.54515948169        97.04625817471752
-11.466179482071107       -5000                    0                        64728.56709263354        94.04185804735764
41.985656223659724        -5000                    43.044864964914396       45287.111664714335       54.34614540680783
45.335315142257286        -5000                    46.49999999999999        50187.36824260124        60.2266011813761
45.335315142257286        -5000                    43.04606558365195        52789.61845824334        63.34939928957998
30.305347292122992        -5000                    43.039602786364426       28336.156396935097       34.004476185716705
30.305347292122864        -5000                    46.49999999999999        28003.799146268528       33.605631745660595
41.985656223659596        -5000                    46.49999999999999        45180.47827555906        54.21817851682979
-29.869769812469787       -5000                    3.4201898926737777       44129.99491499757        52.96925844821869
-29.869769812469684       -5000                    0                        49068.70541302256        58.89622191057554
-26.542919586593193       -5000                    3.4254175585395576       44361.66360465682        56.6234129273859
-26.542919586593353       -5000                    0                        52249.970211837266       67.325801009223
-26.542919586592923       -5000                    15.499999999999995       27317.109654977256       36.16458670649246
-29.869769812469517       -5000                    15.499999999999995       27001.112200049152       32.41238259385089
0.235990106518746         -5000                    46.50000000000001        29967.406776463067       36.393369558041066
3.595719656433228         -5000                    46.5                     29870.77393960287        36.18490790964528
3.595719656433228         -5000                    49.963614530552064       38254.873726936465       46.24905468951471
0.23599010651874602       -5000                    49.9629954715417         38828.619612579074       47.049450118324856
3.5957196564328435        -5000                    62.00000000000001        68599.67410303342        82.7380372579895
0.23599010651892247       -5000                    62                       69168.60565603962        83.53260986602047
15.273641766278331        -5000                    58.534888500699594       58282.326464779755       69.96635012371019
15.273641766278242        -5000                    46.50000000000001        29524.758247167945       35.44884526696313
15.273641766278331        -5000                    62                       66625.48571899577        79.98061421636224
41.98565622366073         -5000                    58.54486496491556        6116.917860261115        7.340537454966207
45.335315142257286        -5000                    62                       1.4901161193847656E-8    1.7881608595566973E-11
45.335315142257286        -5000                    58.54606558365394        11185.944013537266       13.423526031591756
30.305347292122423        -5000                    58.53960278636501        45129.922492051286       54.15751449367379
30.305347292122295        -5000                    61.999999999999986       50136.0913952861         60.165076217602305
41.98565622366076         -5000                    62                       11176.966713337795       13.412757321486726
26.949362777747673        -5000                    58.53877733289086        45476.440224894155       54.577344853306
26.949362777747556        -5000                    46.5                     28545.98015071875        34.26029070712514
26.949362777747673        -5000                    61.99999999999999        53819.249772887415       64.59119158944262
-44.926307076649294       -5000                    3.393839363414987        10846.887168546282       13.020535831197625
-44.9263070766493         -5000                    0                        1.4901161193847656E-8    1.7941894455982E-11
-41.62441926269192        -5000                    3.3993799686522146       5808.060253631013        6.97207324143425
-41.62441926269199        -5000                    0                        10763.393048089134       12.918997541418998
-41.62441926269532        -5000                    15.499999999999998       44540.23467429951        53.46589367063027
-44.9263070766493         -5000                    15.5                     49527.9109267008         59.45295705970795
-11.466179482071107       -5000                    49.948753590834286       37148.44917412303        56.60889349656241
-11.466179482071107       -5000                    62                       64728.33341590276        94.04136625928467
-14.814550134722243       -5000                    49.94488412591019        35788.81616602944        59.490276822144985
-14.814550134722243       -5000                    62                       63458.2025945565         97.04555052008453
